domain,type,language,in_list_chatgpt,in_list_hbi,in_list_scharkow,in_list_stier,in_list_w3news
lausitznews.de,tabloid newspaper,de,TRUE,FALSE,FALSE,FALSE,FALSE
lauterbacher-anzeiger.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,TRUE
lavanguardia.com,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
laverdad.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
lavoixdunord.fr,legacy press,NA,FALSE,FALSE,FALSE,TRUE,FALSE
lavozdegalicia.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
lavozdelsur.es,digital-born news outlet,es,FALSE,FALSE,FALSE,TRUE,FALSE
lavozdigital.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
lbc.co.uk,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
ledauphine.com,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
lefigaro.fr,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
leggioggi.it,digital-born news outlet,it,FALSE,FALSE,FALSE,TRUE,FALSE
leggo.it,tabloid newspaper,it,FALSE,FALSE,FALSE,TRUE,FALSE
legitim.ch,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
leinetal24.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
lemonde.fr,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
lenta.ru,digital-born news outlet,ru,TRUE,FALSE,FALSE,FALSE,FALSE
leonberger-kreiszeitung.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,TRUE
lep.co.uk,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
leparisien.fr,tabloid newspaper,fr,FALSE,FALSE,FALSE,TRUE,FALSE
lepenseur-lepenseur.blogspot.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
lepoint.fr,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
lepopulaire.fr,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
lesechos.fr,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
lettoquotidiano.it,digital-born news outlet,it,FALSE,FALSE,FALSE,TRUE,FALSE
lexpress.fr,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
liberation.fr,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
liberoquotidiano.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
libertaddigital.com,digital-born news outlet,es,FALSE,FALSE,FALSE,TRUE,FALSE
lincolnshirelive.co.uk,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
linternaute.com,digital-born news outlet,fr,FALSE,FALSE,FALSE,TRUE,FALSE
linternaute.fr,digital-born news outlet,fr,FALSE,FALSE,FALSE,TRUE,FALSE
live.daserste.de,public broadcaster,ja,FALSE,FALSE,FALSE,TRUE,FALSE
live.handelsblatt.com,legacy press,de,FALSE,FALSE,FALSE,FALSE,FALSE
livenewsnow.com,digital-born news outlet,en,FALSE,FALSE,FALSE,TRUE,FALSE
livesicilia.it,digital-born news outlet,it,FALSE,FALSE,FALSE,TRUE,FALSE
lkz.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,TRUE
ln-online.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
lne.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
local10.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
local12.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
lok-report.de,legacy press,de,TRUE,FALSE,FALSE,FALSE,FALSE
lokal26.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
lokalkompass.de,digital-born news outlet,de,TRUE,FALSE,TRUE,FALSE,FALSE
lokalo.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
lr-online.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
ludwigshafen24.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
luegenpresse2.wordpress.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
luettringhauser-anzeiger.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
lvz.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
lz.de,legacy press,de,TRUE,TRUE,TRUE,FALSE,TRUE
m.tagesspiegel.de,legacy press,de,FALSE,FALSE,FALSE,TRUE,FALSE
magyarhirlap.hu,legacy press,NA,TRUE,FALSE,FALSE,FALSE,FALSE
mail.com/int/news,portal,NA,NA,NA,NA,NA,NA
main-echo.de,legacy press,de,FALSE,TRUE,FALSE,TRUE,TRUE
main-spitze.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
mainecho.de,legacy press,de,TRUE,FALSE,FALSE,FALSE,FALSE
mainpost.de,legacy press,de,TRUE,TRUE,TRUE,FALSE,TRUE
malagahoy.es,legacy press,es,FALSE,FALSE,FALSE,TRUE,FALSE
mallorcazeitung.es,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
man-tau.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
manager-magazin.de,legacy press,de,FALSE,FALSE,TRUE,TRUE,FALSE
mannheim24.de,digital-born news outlet,de,FALSE,FALSE,FALSE,TRUE,FALSE
mannheimer-morgen.de,legacy press,de,TRUE,FALSE,FALSE,FALSE,TRUE
marbacher-zeitung.de,legacy press,de,TRUE,TRUE,FALSE,FALSE,FALSE
marbec14.wordpress.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
marbuch-verlag.de,legacy press,NA,FALSE,FALSE,TRUE,FALSE,FALSE
marianne.net,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
marler-zeitung.de,legacy press,de,TRUE,FALSE,TRUE,FALSE,FALSE
maz-online.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
mdr.de,public broadcaster,de,FALSE,FALSE,TRUE,TRUE,FALSE
mediapart.fr,digital-born news outlet,fr,FALSE,FALSE,FALSE,TRUE,FALSE
mediaset.it,commercial broadcaster,it,FALSE,FALSE,FALSE,TRUE,FALSE
medical-tribune.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
mediterraneodigital.com,hyperpartisan news,es,FALSE,FALSE,FALSE,TRUE,FALSE
meduza.io,digital-born news outlet,ru,TRUE,FALSE,FALSE,FALSE,FALSE
meinanzeiger.de,legacy press,de,FALSE,FALSE,TRUE,FALSE,FALSE
mena-watch.com,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
mercurynews.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
merkur.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
merkurist.de,digital-born news outlet,en,TRUE,FALSE,FALSE,FALSE,FALSE
meta.tagesschau.de,public broadcaster,de,FALSE,FALSE,FALSE,TRUE,FALSE
metro.co.uk,tabloid newspaper,en,FALSE,FALSE,FALSE,TRUE,FALSE
metro.it,tabloid newspaper,NA,FALSE,FALSE,FALSE,TRUE,FALSE
miamiherald.com,legacy press,NA,FALSE,FALSE,FALSE,TRUE,FALSE
michael-klonovsky.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
michael-mannheimer.net,hyperpartisan news,de,FALSE,FALSE,FALSE,TRUE,FALSE
michaelgrandt.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
milanotoday.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
mirror.co.uk,tabloid newspaper,en,FALSE,FALSE,FALSE,TRUE,FALSE
mittelbayerische.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,FALSE
mittelhessen.de,legacy press,de,TRUE,TRUE,FALSE,FALSE,TRUE
mmnews.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
moin.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
mopo.de,tabloid newspaper,de,FALSE,TRUE,TRUE,TRUE,TRUE
morgenpost.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
morgenweb.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,FALSE
moshpitscorner.wordpress.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
motherjones.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
moz.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
mrn-news.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
msn.com,portal,NA,FALSE,FALSE,FALSE,FALSE,FALSE
msn.com/de-de/finanzen,portal,NA,NA,NA,NA,NA,NA
msn.com/de-de/nachrichten,portal,NA,NA,NA,NA,NA,NA
msn.com/de-de/unterhaltung,portal,NA,NA,NA,NA,NA,NA
msn.com/en-gb/news,portal,NA,NA,NA,NA,NA,NA
msn.com/en-us/news,portal,NA,NA,NA,NA,NA,NA
msn.com/es-es/noticias,portal,NA,NA,NA,NA,NA,NA
msn.com/fr-fr/actualite,portal,NA,NA,NA,NA,NA,NA
msn.com/it-it/notizie,portal,NA,NA,NA,NA,NA,NA
msnbc.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
mt-news.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
mt.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,TRUE
muehlacker-tagblatt.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,TRUE
muensterlandzeitung.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
muensterschezeitung.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,TRUE
murrhardter-zeitung.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
mv-online.de,legacy press,de,TRUE,TRUE,TRUE,FALSE,FALSE
mynet.com,digital-born news outlet,tr,TRUE,FALSE,FALSE,FALSE,FALSE
mz-web.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,FALSE
mz.de,legacy press,de,FALSE,FALSE,FALSE,FALSE,TRUE
n-joy.de,public broadcaster,de,FALSE,FALSE,TRUE,FALSE,FALSE
n-land.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
n-tv.de,commercial broadcaster,de,FALSE,FALSE,TRUE,TRUE,FALSE
n23tv.wordpress.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
n24.de,legacy press,de,FALSE,FALSE,TRUE,FALSE,FALSE
n8waechter.info,hyperpartisan news,NA,FALSE,FALSE,FALSE,TRUE,FALSE
nachdenkseiten.de,hyperpartisan news,de,FALSE,FALSE,FALSE,TRUE,FALSE
nachrichten.posthaven.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
nachrichtenspiegel.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
naciodigital.cat,digital-born news outlet,ca,FALSE,FALSE,FALSE,TRUE,FALSE
naiz.eus,legacy press,eu,FALSE,FALSE,FALSE,TRUE,FALSE
naszemiasto.pl,tabloid newspaper,pl,TRUE,FALSE,FALSE,FALSE,FALSE
nation24.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
nationalgeographic.de,legacy press,de,TRUE,FALSE,FALSE,FALSE,FALSE
nationalreview.com,legacy press,ja,FALSE,FALSE,FALSE,TRUE,FALSE
nature.com,legacy press,en,TRUE,FALSE,FALSE,FALSE,FALSE
naumburger-tageblatt.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
nbc.com,commercial broadcaster,NA,FALSE,FALSE,FALSE,TRUE,FALSE
nbcchicago.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
nbcdfw.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
nbclosangeles.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
nbcnews.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
nbcnews.to,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
nbcnewyork.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
nd-aktuell.de,legacy press,de,TRUE,FALSE,FALSE,FALSE,TRUE
ndr.de,public broadcaster,de,FALSE,FALSE,TRUE,TRUE,FALSE
ndtv.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
ndz.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
neckar-chronik.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
neopresse.com,hyperpartisan news,de,FALSE,FALSE,FALSE,TRUE,FALSE
nepszava.hu,legacy press,NA,TRUE,FALSE,FALSE,FALSE,FALSE
netzpolitik.org,digital-born news outlet,de,TRUE,FALSE,TRUE,FALSE,FALSE
neuepresse.de,legacy press,de,TRUE,TRUE,TRUE,FALSE,TRUE
neues-deutschland.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,FALSE
neues-gera.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
neuste.news,digital-born news outlet,en,FALSE,FALSE,FALSE,TRUE,FALSE
news-des-tages.com,digital-born news outlet,NA,TRUE,FALSE,FALSE,FALSE,FALSE
news-mondo.it,digital-born news outlet,ja,FALSE,FALSE,FALSE,TRUE,FALSE
news-net.fr,hyperpartisan news,NA,FALSE,FALSE,FALSE,TRUE,FALSE
news-und-nachrichten.de,digital-born news outlet,de,FALSE,FALSE,TRUE,TRUE,FALSE
news.at,tabloid newspaper,de,FALSE,FALSE,FALSE,TRUE,FALSE
news.bg,digital-born news outlet,bg,TRUE,FALSE,FALSE,FALSE,FALSE
news.com.au,digital-born news outlet,NA,FALSE,FALSE,FALSE,TRUE,FALSE
news.de,digital-born news outlet,de,FALSE,FALSE,TRUE,TRUE,FALSE
news.google.com,portal,NA,FALSE,FALSE,FALSE,FALSE,FALSE
news.orange.fr,portal,NA,NA,NA,NA,NA,NA
news.yahoo.com,portal,NA,NA,NA,NA,NA,NA
news12.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
news38.de,tabloid newspaper,de,FALSE,FALSE,TRUE,TRUE,FALSE
news4jax.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
news5cleveland.com,commercial broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
news64.info,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
news64.net,digital-born news outlet,de,FALSE,FALSE,FALSE,TRUE,FALSE
newsbk.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
newsbreak24.de,digital-born news outlet,de,FALSE,FALSE,FALSE,TRUE,FALSE
newsbreakapp.com,digital-born news outlet,en,FALSE,FALSE,FALSE,TRUE,FALSE
newsday.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
newser.com,digital-born news outlet,en,FALSE,FALSE,FALSE,TRUE,FALSE
newsflash24.de,digital-born news outlet,de,FALSE,FALSE,FALSE,TRUE,FALSE
newshub360.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
newsmondo.it,digital-born news outlet,it,FALSE,FALSE,FALSE,TRUE,FALSE
newsner.com,tabloid newspaper,sv,TRUE,FALSE,FALSE,FALSE,FALSE
newsnow.co.uk,digital-born news outlet,en,FALSE,FALSE,FALSE,TRUE,FALSE
newsok.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
newspunch.com,hyperpartisan news,en,FALSE,FALSE,FALSE,TRUE,FALSE
newsru.co.il,digital-born news outlet,NA,TRUE,FALSE,FALSE,FALSE,FALSE
newstopaktuell.wordpress.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
newsweek.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
newyorker.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
nextquotidiano.it,digital-born news outlet,it,FALSE,FALSE,FALSE,TRUE,FALSE
niederlausitz-aktuell.de,legacy press,de,FALSE,FALSE,FALSE,TRUE,FALSE
niederrhein-nachrichten.de,legacy press,de,TRUE,FALSE,FALSE,FALSE,FALSE
nius.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
nixgut.wordpress.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
nknews.org,digital-born news outlet,en,TRUE,FALSE,FALSE,FALSE,FALSE
nnn.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,TRUE
nnz-online.de,legacy press,de,FALSE,FALSE,FALSE,TRUE,FALSE
noizz.de,tabloid newspaper,pl,FALSE,FALSE,TRUE,FALSE,FALSE
norberthaering.de,hyperpartisan news,de,TRUE,FALSE,FALSE,FALSE,FALSE
nord24.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
nordbayern.de,legacy press,de,TRUE,TRUE,TRUE,FALSE,TRUE
nordbayern.de/region,legacy press,de,FALSE,FALSE,FALSE,FALSE,TRUE
norderneyer-badezeitung.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
nordkurier.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
nordsee-zeitung.de,legacy press,NA,TRUE,TRUE,FALSE,FALSE,TRUE
noticias.yahoo.com,portal,NA,NA,NA,NA,NA,NA
noticias24.com,digital-born news outlet,NA,FALSE,FALSE,FALSE,TRUE,FALSE
notizie.it,digital-born news outlet,it,FALSE,FALSE,FALSE,TRUE,FALSE
notizie.libero.it,portal,NA,NA,NA,NA,NA,NA
notizie.virgilio.it,portal,NA,NA,NA,NA,NA,NA
nouvelobs.com,legacy press,fr,FALSE,FALSE,FALSE,TRUE,FALSE
noz.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
np-coburg.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
nporadio1.nl,public broadcaster,nl,TRUE,FALSE,FALSE,FALSE,FALSE
npr.org,public broadcaster,NA,FALSE,FALSE,FALSE,TRUE,FALSE
nq-online.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
nr-kurier.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
nrwz.de,tabloid newspaper,en,TRUE,FALSE,FALSE,FALSE,FALSE
nrz.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
ntv.de,commercial broadcaster,de,FALSE,FALSE,FALSE,TRUE,FALSE
ntz.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
nw.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
nwzmedien.de,legacy press,ig,TRUE,FALSE,FALSE,FALSE,FALSE
nwzonline.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
nydailynews.com,tabloid newspaper,en,FALSE,FALSE,FALSE,TRUE,FALSE
nymag.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
nypost.com,tabloid newspaper,en,FALSE,FALSE,FALSE,TRUE,FALSE
nytimes.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
nzz.ch,legacy press,de,FALSE,FALSE,FALSE,TRUE,FALSE
oberberg-nachrichten.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
oberhessische-zeitung.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
obermain.de,legacy press,NA,FALSE,TRUE,FALSE,FALSE,TRUE
observer-reporter.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
odenwalddruck.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
oe24.at,tabloid newspaper,de,TRUE,FALSE,FALSE,FALSE,FALSE
oeffentlicher-dienst-news.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
oggitreviso.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
okdiario.com,hyperpartisan news,es,FALSE,FALSE,FALSE,TRUE,FALSE
oldenburgische-volkszeitung.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
oliverjanich.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
on-online.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
ondacero.es,commercial broadcaster,es,FALSE,FALSE,FALSE,TRUE,FALSE
onedaily.com,digital-born news outlet,en,TRUE,FALSE,FALSE,FALSE,FALSE
onet.pl,digital-born news outlet,pl,TRUE,FALSE,FALSE,FALSE,FALSE
onetz.de,tabloid newspaper,de,TRUE,TRUE,TRUE,FALSE,TRUE
onlinehaendler-news.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
op-marburg.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,TRUE
op-online.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
opposition24.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
oregonlive.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
orf.at,public broadcaster,de,FALSE,FALSE,FALSE,TRUE,FALSE
orlandosentinel.com,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
ostfriesischer-kurier.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
osthessen-news.de,digital-born news outlet,de,FALSE,FALSE,TRUE,TRUE,FALSE
ostsee-zeitung.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
otz.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,TRUE
ouest-france.fr,legacy press,NA,FALSE,FALSE,FALSE,TRUE,FALSE
ovb-heimatzeitungen.de,legacy press,de,TRUE,FALSE,FALSE,FALSE,FALSE
ovb-online.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
oz-online.de,legacy press,de,FALSE,TRUE,TRUE,FALSE,FALSE
panorama.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
paris-normandie.fr,legacy press,NA,FALSE,FALSE,FALSE,TRUE,FALSE
parismatch.com,tabloid newspaper,fr,FALSE,FALSE,FALSE,TRUE,FALSE
patriotnewsalerts.com,hyperpartisan news,en,FALSE,FALSE,FALSE,TRUE,FALSE
paz-online.de,legacy press,de,TRUE,TRUE,TRUE,FALSE,TRUE
paz.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
pboehringer.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
pbs.org,public broadcaster,en,FALSE,FALSE,FALSE,TRUE,FALSE
periodistadigital.com,hyperpartisan news,es,FALSE,FALSE,FALSE,TRUE,FALSE
peymani.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
pfaelzischer-merkur.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
philosophia-perennis.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
phoenix.de,public broadcaster,NA,FALSE,FALSE,TRUE,TRUE,FALSE
pi-news.net,hyperpartisan news,de,FALSE,FALSE,FALSE,TRUE,FALSE
pieschen-aktuell.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
pirmasenser-zeitung.de,legacy press,de,FALSE,TRUE,FALSE,FALSE,FALSE
pleiteticker.de,hyperpartisan news,de,TRUE,FALSE,FALSE,FALSE,FALSE
plymouthherald.co.uk,legacy press,en,FALSE,FALSE,FALSE,TRUE,FALSE
pnn.de,legacy press,de,FALSE,TRUE,FALSE,TRUE,FALSE
pnp.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
politaia.org,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
politic-news.space,digital-born news outlet,en,TRUE,FALSE,FALSE,FALSE,FALSE
politico.com,digital-born news outlet,en,FALSE,FALSE,FALSE,TRUE,FALSE
politico.eu,legacy press,en,TRUE,FALSE,FALSE,FALSE,FALSE
politikstube.com,hyperpartisan news,de,FALSE,FALSE,FALSE,TRUE,FALSE
politikversagen.net,hyperpartisan news,de,FALSE,FALSE,FALSE,TRUE,FALSE
politonline.ch,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
polskatimes.pl,tabloid newspaper,pl,TRUE,FALSE,FALSE,FALSE,FALSE
post-gazette.com,legacy press,NA,FALSE,FALSE,FALSE,TRUE,FALSE
prabelsblog.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
pravda-tv.com,hyperpartisan news,NA,TRUE,FALSE,FALSE,FALSE,FALSE
pravda.com.ua,digital-born news outlet,vi,TRUE,FALSE,FALSE,FALSE,FALSE
pressa.ru,digital-born news outlet,ru,TRUE,FALSE,FALSE,FALSE,FALSE
presseportal.de,digital-born news outlet,de,FALSE,FALSE,FALSE,TRUE,FALSE
preussische-allgemeine.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
primocanale.it,commercial broadcaster,it,FALSE,FALSE,FALSE,TRUE,FALSE
probsteier-herold.de,legacy press,NA,FALSE,TRUE,FALSE,FALSE,FALSE
projekte.sueddeutsche.de,legacy press,de,FALSE,FALSE,FALSE,TRUE,FALSE
propagandaschau.wordpress.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
proplanta.de,digital-born news outlet,NA,TRUE,FALSE,FALSE,FALSE,FALSE
prosieben.at,commercial broadcaster,de,FALSE,FALSE,FALSE,TRUE,FALSE
prosieben.de,commercial broadcaster,de,FALSE,FALSE,FALSE,TRUE,FALSE
publico.es,digital-born news outlet,es,FALSE,FALSE,FALSE,TRUE,FALSE
publicomag.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
pv-magazine.de,digital-born news outlet,de,TRUE,FALSE,FALSE,FALSE,FALSE
pz-news.de,legacy press,de,FALSE,TRUE,TRUE,TRUE,TRUE
que.es,tabloid newspaper,es,FALSE,FALSE,FALSE,TRUE,FALSE
quifinanza.it,digital-born news outlet,it,FALSE,FALSE,FALSE,TRUE,FALSE
quotenqueen.wordpress.com,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
quotidiano.net,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
quotidianodipuglia.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
quotidianodiragusa.it,digital-born news outlet,it,FALSE,FALSE,FALSE,TRUE,FALSE
quotidianopiemontese.it,legacy press,it,FALSE,FALSE,FALSE,TRUE,FALSE
rac1.cat,commercial broadcaster,ca,FALSE,FALSE,FALSE,TRUE,FALSE
racocatala.cat,digital-born news outlet,ca,FALSE,FALSE,FALSE,TRUE,FALSE
radio-mk.de,commercial broadcaster,de,FALSE,FALSE,FALSE,TRUE,FALSE
radio-utopie.de,hyperpartisan news,de,FALSE,FALSE,FALSE,FALSE,FALSE
radio912.de,commercial broadcaster,NA,TRUE,FALSE,FALSE,FALSE,FALSE
radiobremen.de,public broadcaster,de,FALSE,FALSE,TRUE,FALSE,FALSE
radioclassique.fr,commercial broadcaster,fr,FALSE,FALSE,FALSE,TRUE,FALSE
radiodresden.de,commercial broadcaster,de,TRUE,FALSE,FALSE,FALSE,FALSE
radioeins.com,commercial broadcaster,de,TRUE,FALSE,FALSE,FALSE,FALSE
radioeins.de,public broadcaster,de,TRUE,FALSE,TRUE,FALSE,FALSE
radiohochstift.de,commercial broadcaster,de,FALSE,FALSE,FALSE,TRUE,FALSE
radioitalia.it,commercial broadcaster,it,FALSE,FALSE,FALSE,TRUE,FALSE
radiosaw.de,commercial broadcaster,de,TRUE,FALSE,FALSE,FALSE,FALSE
radiozet.pl,commercial broadcaster,pl,TRUE,FALSE,FALSE,FALSE,FALSE
radiozwickau.de,commercial broadcaster,de,TRUE,FALSE,FALSE,FALSE,FALSE
